"year","month","latitude","longitude","terrain","seals","min_ice","max_ice"
2000,12,-68.494,-6.694,"sea ice",1,40,60
2000,12,-68.461,-6.701,"sea ice",1,40,60
2000,12,-68.452,-6.703,"sea ice",1,40,60
2000,12,-68.438,-6.707,"sea ice",1,40,60
2000,12,-68.436,-6.707,"sea ice",1,40,60
2000,12,-68.35,-6.721,"sea ice",1,40,60
2000,12,-68.328,-6.723,"sea ice",1,50,70
2000,12,-68.313,-6.725,"sea ice",1,50,70
2000,12,-68.303,-6.725,"sea ice",1,50,70
2000,12,-68.289,-6.727,"sea ice",1,50,70
2000,12,-68.232,-6.741,"sea ice",1,50,70
2000,12,-68.182,-6.747,"sea ice",1,50,70
2000,12,-68.181,-6.747,"sea ice",1,50,70
2000,12,-68.177,-6.747,"sea ice",1,50,70
2000,12,-68.159,-6.748,"sea ice",2,50,70
2000,12,-68.119,-6.758,"sea ice",1,30,50
2000,12,-68.11,-6.76,"sea ice",1,30,50
2000,12,-67.852,-6.805,"sea ice",1,20,40
2000,12,-67.788,-6.817,"sea ice",1,10,20
2000,12,-67.714,-6.826,"open water",0,0,0
2000,12,-67.576,-6.538,"sea ice",0,0,10
2000,12,-67.913,-6.5,"sea ice",1,20,40
2000,12,-67.933,-6.498,"sea ice",1,50,70
2000,12,-68.014,-6.488,"sea ice",1,50,70
2000,12,-68.04,-6.484,"sea ice",1,50,70
2000,12,-68.046,-6.484,"sea ice",1,50,70
2000,12,-68.071,-6.482,"sea ice",1,70,90
2000,12,-68.101,-6.478,"sea ice",1,70,90
2000,12,-68.103,-6.477,"sea ice",1,70,90
2000,12,-68.105,-6.477,"sea ice",1,70,90
2000,12,-68.118,-6.476,"sea ice",3,70,90
2000,12,-68.119,-6.476,"sea ice",1,70,90
2000,12,-68.127,-6.475,"sea ice",1,70,90
2000,12,-68.134,-6.475,"sea ice",1,70,90
2000,12,-68.135,-6.475,"sea ice",1,70,90
2000,12,-68.139,-6.474,"sea ice",1,70,90
2000,12,-68.139,-6.474,"sea ice",2,70,90
2000,12,-68.147,-6.474,"sea ice",1,70,90
2000,12,-68.16,-6.474,"sea ice",1,70,90
2000,12,-68.186,-6.474,"sea ice",1,70,90
2000,12,-68.187,-6.474,"sea ice",4,70,90
2000,12,-68.188,-6.474,"sea ice",2,70,90
2000,12,-68.215,-6.471,"sea ice",2,70,90
2000,12,-68.338,-6.459,"sea ice",1,50,70
2000,12,-68.351,-6.457,"sea ice",1,50,70
2000,12,-68.397,-6.45,"sea ice",1,50,70
2000,12,-68.427,-6.45,"sea ice",1,50,70
2000,12,-68.438,-6.45,"sea ice",1,50,70
2000,12,-68.481,-6.445,"sea ice",1,70,90
2000,12,-68.503,-6.442,"sea ice",1,70,90
2000,12,-68.513,-6.44,"sea ice",1,70,90
2000,12,-68.542,-6.438,"sea ice",1,70,90
2000,12,-68.556,-6.437,"sea ice",1,70,90
2000,12,-68.562,-6.437,"sea ice",1,70,90
2000,12,-68.568,-6.436,"sea ice",1,70,90
2000,12,-68.616,-6.434,"sea ice",1,70,90
2000,12,-68.68,-6.419,"sea ice",1,70,90
2000,12,-68.747,-6.41,"sea ice",3,70,90
2000,12,-68.798,-6.41,"sea ice",1,70,90
2000,12,-68.803,-6.41,"sea ice",1,70,90
2000,12,-68.837,-6.406,"sea ice",1,70,90
2000,12,-68.851,-6.404,"sea ice",1,70,90
2000,12,-68.897,-6.401,"sea ice",1,70,90
2000,12,-69.033,-6.379,"sea ice",1,20,40
2000,12,-69.203,-6.365,"sea ice",1,50,70
2000,12,-69.209,-6.363,"sea ice",1,50,70
2000,12,-69.238,-6.352,"sea ice",1,20,40
2000,12,-69.324,-6.346,"sea ice",1,20,40
2000,12,-69.36,-6.34,"sea ice",1,50,70
2000,12,-69.362,-6.34,"sea ice",1,50,70
2000,12,-69.37,-6.338,"sea ice",1,50,70
2000,12,-69.399,-6.334,"sea ice",1,50,70
2000,12,-69.41,-6.333,"sea ice",1,50,70
2000,12,-69.426,-6.332,"sea ice",1,50,70
2000,12,-69.526,-6.314,"sea ice",2,50,70
2000,12,-69.645,-6.297,"sea ice",1,50,70
2000,12,-69.666,-6.296,"sea ice",1,50,70
2000,12,-69.738,-6.285,"sea ice",1,20,40
2000,12,-69.796,-6.274,"sea ice",1,20,40
2000,12,-69.807,-6.271,"sea ice",1,20,40
2000,12,-69.907,-6.26,"sea ice",1,20,40
2000,12,-70.052,-6.236,"sea ice",0,0,0
2000,12,-70.393,-6.188,"ice shelf",0,0,0
2001,1,-70.403,-4.321,"ice shelf",0,0,0
2001,1,-70.303,-4.322,"sea ice",0,0,10
2001,1,-70.294,-4.322,"sea ice",1,10,30
2001,1,-70.282,-4.321,"open water",0,0,0
2001,1,-70.206,-4.324,"sea ice",0,0,10
2001,1,-70.132,-4.326,"sea ice",1,10,30
2001,1,-70.068,-4.328,"open water",0,0,0
2001,1,-69.957,-4.324,"sea ice",0,0,10
2001,1,-69.953,-4.325,"sea ice",1,10,30
2001,1,-69.949,-4.325,"sea ice",2,10,30
2001,1,-69.947,-4.325,"open water",0,0,0
2001,1,-69.888,-4.325,"sea ice",0,0,10
2001,1,-69.885,-4.325,"sea ice",2,20,40
2001,1,-69.883,-4.325,"sea ice",1,20,40
2001,1,-69.849,-4.323,"sea ice",1,30,50
2001,1,-69.846,-4.323,"sea ice",1,30,50
2001,1,-69.772,-4.326,"sea ice",1,40,60
2001,1,-69.762,-4.326,"sea ice",2,40,60
2001,1,-69.747,-4.327,"sea ice",1,40,60
2001,1,-69.74,-4.327,"sea ice",1,40,60
2001,1,-69.738,-4.327,"sea ice",1,40,60
2001,1,-69.733,-4.327,"sea ice",1,40,60
2001,1,-69.729,-4.327,"sea ice",1,40,60
2001,1,-69.722,-4.327,"sea ice",1,40,60
2001,1,-69.672,-4.326,"sea ice",1,40,60
2001,1,-69.66,-4.326,"sea ice",1,40,60
2001,1,-69.627,-4.326,"sea ice",1,40,60
2001,1,-69.597,-4.325,"sea ice",1,40,60
2001,1,-69.548,-4.321,"sea ice",1,40,60
2001,1,-69.501,-4.318,"sea ice",1,40,60
2001,1,-69.491,-4.317,"sea ice",1,40,60
2001,1,-69.461,-4.317,"sea ice",1,40,60
2001,1,-69.413,-4.32,"sea ice",1,40,60
2001,1,-69.387,-4.32,"sea ice",1,40,60
2001,1,-69.367,-4.321,"sea ice",1,70,90
2001,1,-69.362,-4.321,"sea ice",1,70,90
2001,1,-69.356,-4.322,"sea ice",1,70,90
2001,1,-69.337,-4.324,"sea ice",1,70,90
2001,1,-69.316,-4.324,"sea ice",1,70,90
2001,1,-69.294,-4.323,"sea ice",1,70,90
2001,1,-69.289,-4.323,"sea ice",1,70,90
2001,1,-69.266,-4.322,"sea ice",1,80,90
2001,1,-69.248,-4.322,"sea ice",1,80,90
2001,1,-69.225,-4.321,"sea ice",1,80,90
2001,1,-69.188,-4.316,"sea ice",1,80,90
2001,1,-69.184,-4.316,"sea ice",1,80,90
2001,1,-69.16,-4.317,"sea ice",1,80,90
2001,1,-69.153,-4.318,"sea ice",1,80,90
2001,1,-69.099,-4.318,"sea ice",1,80,90
2001,1,-69.082,-4.317,"sea ice",1,80,90
2001,1,-69.001,-4.32,"sea ice",0,10,20
2001,1,-68.792,-4.32,"open water",0,0,0
2001,1,-69.284,-3.841,"sea ice",0,0,10
2001,1,-69.362,-3.844,"sea ice",1,40,60
2001,1,-69.415,-3.844,"sea ice",1,60,80
2001,1,-69.421,-3.844,"sea ice",1,60,80
2001,1,-69.454,-3.844,"sea ice",1,60,80
2001,1,-69.466,-3.843,"sea ice",1,60,80
2001,1,-69.511,-3.843,"sea ice",1,60,80
2001,1,-69.532,-3.844,"sea ice",1,60,80
2001,1,-69.589,-3.847,"sea ice",1,60,80
2001,1,-69.606,-3.848,"sea ice",1,60,80
2001,1,-69.653,-3.846,"sea ice",1,60,80
2001,1,-69.662,-3.845,"sea ice",1,60,80
2001,1,-69.76,-3.842,"sea ice",1,20,40
2001,1,-69.867,-3.839,"sea ice",1,20,40
2001,1,-69.868,-3.839,"sea ice",1,20,40
2001,1,-69.995,-3.845,"sea ice",1,50,70
2001,1,-70.015,-3.845,"sea ice",2,50,70
2001,1,-70.018,-3.845,"sea ice",2,50,70
2001,1,-70.036,-3.845,"sea ice",1,50,70
2001,1,-70.042,-3.845,"sea ice",1,50,70
2001,1,-70.043,-3.845,"sea ice",1,50,70
2001,1,-70.099,-3.845,"sea ice",1,50,70
2001,1,-70.13,-3.845,"sea ice",1,50,70
2001,1,-70.142,-3.845,"sea ice",1,50,70
2001,1,-70.144,-3.845,"sea ice",1,50,70
2001,1,-70.148,-3.845,"open water",0,0,0
2001,1,-70.179,-3.845,"ice shelf",0,0,0
2001,1,-70.284,4.293,"ice shelf",0,0,0
2001,1,-70.099,4.329,"fast ice",0,100,100
2001,1,-70.098,4.329,"open water",0,0,0
2001,1,-70.065,4.327,"sea ice",0,0,0
2001,1,-70.012,4.324,"sea ice",1,10,20
2001,1,-69.96,4.323,"sea ice",3,10,30
2001,1,-69.928,4.323,"sea ice",1,10,30
2001,1,-69.892,4.324,"sea ice",1,10,30
2001,1,-69.891,4.324,"sea ice",1,10,30
2001,1,-69.771,4.33,"sea ice",2,10,30
2001,1,-69.679,4.32,"sea ice",0,10,30
2001,1,-70.286,-5.283,"ice shelf",0,0,0
2001,1,-70.13,-5.292,"sea ice",0,10,20
2001,1,-70.129,-5.292,"sea ice",0,10,20
2001,1,-69.921,-5.284,"sea ice",0,10,20
2001,1,-69.853,-5.285,"sea ice",1,30,50
2001,1,-69.827,-5.287,"sea ice",1,30,50
2001,1,-69.826,-5.287,"sea ice",1,30,50
2001,1,-69.782,-5.287,"sea ice",0,10,20
2001,1,-69.514,-5.285,"sea ice",0,10,20
2001,1,-69.466,-5.288,"sea ice",1,40,60
2001,1,-69.31,-5.288,"sea ice",1,40,60
2001,1,-69.287,-5.287,"sea ice",1,40,60
2001,1,-69.196,-5.284,"sea ice",1,40,60
2001,1,-69.195,-5.284,"sea ice",1,40,60
2001,1,-69.183,-5.284,"sea ice",1,50,70
2001,1,-69.171,-5.284,"sea ice",2,50,70
2001,1,-69.166,-5.284,"sea ice",1,50,70
2001,1,-69.161,-5.284,"sea ice",1,50,70
2001,1,-69.138,-5.282,"sea ice",1,50,70
2001,1,-69.134,-5.282,"sea ice",1,50,70
2001,1,-68.938,-5.281,"sea ice",1,60,80
2001,1,-68.937,-5.281,"sea ice",1,60,80
2001,1,-68.914,-5.28,"sea ice",1,60,80
2001,1,-68.836,-5.281,"sea ice",1,40,60
2001,1,-68.812,-5.28,"sea ice",1,40,60
2001,1,-68.758,-5.282,"sea ice",1,40,60
2001,1,-68.602,-5.285,"sea ice",1,40,60
2001,1,-68.553,-5.286,"sea ice",1,40,60
2001,1,-68.55,-5.286,"sea ice",1,20,40
2001,1,-68.521,-5.287,"sea ice",1,20,40
2001,1,-68.482,-5.284,"sea ice",1,20,40
2001,1,-68.313,-5.28,"open water",0,0,0
2001,1,-68.626,-4.791,"sea ice",0,10,20
2001,1,-68.626,-4.791,"sea ice",0,10,20
2001,1,-68.873,-4.802,"sea ice",0,10,20
2001,1,-69.021,-4.802,"sea ice",1,10,30
2001,1,-69.104,-4.797,"sea ice",1,30,50
2001,1,-69.109,-4.797,"sea ice",1,30,50
2001,1,-69.113,-4.797,"sea ice",1,30,50
2001,1,-69.134,-4.795,"sea ice",1,30,50
2001,1,-69.192,-4.794,"sea ice",1,30,50
2001,1,-69.226,-4.79,"sea ice",1,30,50
2001,1,-69.402,-4.794,"sea ice",1,50,70
2001,1,-69.415,-4.792,"sea ice",1,50,70
2001,1,-69.675,-4.8,"sea ice",1,50,70
2001,1,-69.752,-4.804,"sea ice",0,10,20
2001,1,-69.982,-4.792,"sea ice",0,10,20
2001,1,-69.983,-4.792,"open water",0,0,0
2001,1,-70.072,-4.79,"sea ice",0,10,20
2001,1,-70.072,-4.79,"sea ice",0,10,20
2001,1,-70.194,-4.788,"sea ice",0,10,20
2001,1,-70.195,-4.788,"open water",0,0,0
2001,1,-70.319,-4.226,"sea ice",0,10,20
2001,1,-70.326,-3.828,"sea ice",1,20,40
2001,1,-70.322,-3.724,"open water",0,0,0
2001,1,-70.312,-3.382,"ice shelf",0,0,0
2001,1,-69.985,1.186,"ice shelf",0,0,0
2001,1,-69.93,1.61,"sea ice",0,10,20
2001,1,-69.878,1.982,"sea ice",1,70,90
2001,1,-69.876,1.997,"sea ice",1,70,90
2001,1,-69.875,2.001,"sea ice",1,70,90
2001,1,-69.857,2.123,"sea ice",1,70,90
2001,1,-69.823,2.251,"sea ice",1,70,90
2001,1,-69.82,2.257,"sea ice",2,70,90
2001,1,-69.818,2.264,"sea ice",1,70,90
2001,1,-69.815,2.271,"sea ice",3,70,90
2001,1,-69.815,2.273,"sea ice",1,70,90
2001,1,-69.811,2.282,"sea ice",1,70,90
2001,1,-69.805,2.299,"sea ice",1,70,90
2001,1,-69.803,2.304,"sea ice",1,70,90
2001,1,-69.772,2.374,"sea ice",1,70,90
2001,1,-69.769,2.38,"sea ice",1,70,90
2001,1,-69.753,2.398,"sea ice",1,70,90
2001,1,-69.75,2.399,"sea ice",1,70,90
2001,1,-69.746,2.399,"sea ice",1,70,90
2001,1,-69.744,2.399,"sea ice",1,70,90
2001,1,-69.716,2.401,"sea ice",2,70,90
2001,1,-69.614,2.401,"sea ice",1,70,90
2001,1,-69.585,2.4,"sea ice",1,70,90
2001,1,-69.442,2.393,"sea ice",1,70,80
2001,1,-69.384,2.393,"sea ice",1,70,80
2001,1,-69.233,2.39,"sea ice",1,70,80
2001,1,-69.227,2.391,"sea ice",1,70,80
2001,1,-69.119,2.391,"sea ice",1,70,80
2001,1,-68.875,2.394,"sea ice",1,10,30
2001,1,-68.761,2.387,"sea ice",1,10,30
2001,1,-68.572,2.39,"sea ice",1,30,50
2001,1,-68.391,2.395,"sea ice",1,30,50
2001,1,-68.317,2.394,"sea ice",1,30,50
2001,1,-68.279,2.392,"sea ice",1,30,50
2001,1,-68.167,2.388,"sea ice",1,30,50
2001,1,-67.965,2.394,"sea ice",1,10,30
2001,1,-67.811,2.392,"open water",0,0,0
2001,1,-67.836,2.885,"sea ice",0,10,20
2001,1,-67.92,2.889,"sea ice",1,10,30
2001,1,-68.031,2.89,"sea ice",2,30,50
2001,1,-68.047,2.89,"sea ice",1,30,50
2001,1,-68.172,2.886,"sea ice",1,50,70
2001,1,-68.201,2.887,"sea ice",1,50,70
2001,1,-68.476,2.881,"sea ice",1,50,70
2001,1,-68.477,2.881,"sea ice",1,50,70
2001,1,-68.495,2.88,"sea ice",1,50,70
2001,1,-68.582,2.887,"sea ice",1,50,70
2001,1,-68.659,2.884,"sea ice",1,50,70
2001,1,-68.739,2.882,"sea ice",1,50,70
2001,1,-68.998,2.885,"sea ice",1,30,50
2001,1,-69.11,2.883,"sea ice",1,50,70
2001,1,-69.237,2.879,"sea ice",1,50,70
2001,1,-69.343,2.877,"sea ice",5,50,70
2001,1,-69.468,2.882,"sea ice",1,50,70
2001,1,-69.472,2.882,"sea ice",1,50,70
2001,1,-69.618,2.886,"sea ice",1,50,70
2001,1,-69.711,2.886,"sea ice",1,50,70
2001,1,-69.775,2.88,"sea ice",1,80,90
2001,1,-69.89,3.154,"sea ice",1,80,90
2001,1,-70.015,3.509,"sea ice",2,80,90
2001,1,-70.03,3.546,"sea ice",2,80,90
2001,1,-70.051,3.596,"sea ice",1,80,90
2001,1,-70.054,3.605,"sea ice",4,80,90
2001,1,-70.06,3.618,"open water",0,0,0
2001,1,-70.085,3.68,"ice shelf",0,0,0
1999,1,-71.733,-12.195,"ice shelf",0,0,0
1999,1,-71.431,-12.669,"open water",0,0,0
1999,1,-71.132,-13.125,"sea ice",1,10,30
1999,1,-71.048,-13.255,"open water",0,0,0
1999,1,-71.197,-13.273,"sea ice",0,0,10
1999,1,-71.208,-13.259,"sea ice",1,10,30
1999,1,-71.242,-13.207,"sea ice",1,10,30
1999,1,-71.3,-13.119,"sea ice",1,10,30
1999,1,-71.44,-12.907,"open water",0,0,0
1999,1,-71.757,-12.402,"ice shelf",0,0,0
1999,1,-71.804,-12.588,"ice shelf",0,0,0
1999,1,-71.538,-12.997,"sea ice",0,10,20
1999,1,-71.438,-13.139,"sea ice",1,10,20
1999,1,-71.361,-13.263,"sea ice",1,10,20
1999,1,-71.356,-13.272,"sea ice",1,10,20
1999,1,-71.338,-13.3,"sea ice",1,10,20
1999,1,-71.222,-13.466,"sea ice",1,10,20
1999,1,-71.102,-13.641,"sea ice",1,10,20
1999,1,-71.08,-13.676,"open water",0,0,0
1999,1,-71.138,-13.845,"sea ice",0,0,10
1999,1,-71.219,-13.716,"sea ice",1,10,30
1999,1,-71.248,-13.674,"sea ice",1,10,30
1999,1,-71.32,-13.566,"sea ice",2,20,40
1999,1,-71.327,-13.556,"sea ice",1,20,40
1999,1,-71.389,-13.463,"sea ice",1,20,40
1999,1,-71.429,-13.397,"sea ice",1,20,40
1999,1,-71.468,-13.345,"sea ice",1,20,40
1999,1,-71.469,-13.343,"sea ice",1,20,40
1999,1,-71.54,-13.242,"sea ice",3,20,40
1999,1,-71.591,-13.16,"open water",0,0,0
1999,1,-71.829,-12.767,"ice shelf",0,0,0
1999,1,-71.881,-12.705,"fast ice",2,100,100
1999,1,-71.882,-12.703,"fast ice",31,100,100
1999,1,-71.882,-12.702,"fast ice",22,100,100
1999,1,-71.922,-12.893,"ice shelf",0,0,0
1999,1,-71.724,-13.194,"sea ice",0,10,20
1999,1,-71.71,-13.218,"sea ice",2,10,20
1999,1,-71.604,-13.379,"sea ice",1,10,20
1999,1,-71.562,-13.442,"sea ice",1,10,20
1999,1,-71.468,-13.586,"sea ice",4,10,20
1999,1,-71.384,-13.71,"sea ice",1,10,30
1999,1,-71.383,-13.711,"sea ice",1,10,30
1999,1,-71.369,-13.733,"sea ice",2,10,30
1999,1,-71.361,-13.744,"sea ice",1,10,30
1999,1,-71.256,-13.905,"sea ice",1,10,20
1999,1,-71.247,-13.918,"sea ice",1,10,20
1999,1,-71.093,-14.136,"open water",0,0,0
1999,1,-71.22,-14.2,"sea ice",0,0,10
1999,1,-71.29,-14.103,"sea ice",1,10,20
1999,1,-71.298,-14.092,"sea ice",1,10,20
1999,1,-71.328,-14.048,"sea ice",1,10,30
1999,1,-71.366,-13.993,"sea ice",1,10,30
1999,1,-71.371,-13.986,"sea ice",1,20,30
1999,1,-71.384,-13.965,"sea ice",5,20,30
1999,1,-71.387,-13.96,"sea ice",2,20,30
1999,1,-71.479,-13.813,"sea ice",1,10,30
1999,1,-71.518,-13.752,"sea ice",2,10,30
1999,1,-71.658,-13.537,"open water",0,0,0
1999,1,-72.011,-12.983,"ice shelf",0,0,0
1999,1,-71.963,-12.897,"ice shelf",0,0,0
1999,1,-71.707,-13.724,"sea ice",0,10,20
1999,1,-71.704,-13.728,"sea ice",1,10,20
1999,1,-71.678,-13.764,"sea ice",1,10,20
1999,1,-71.643,-13.812,"sea ice",1,10,30
1999,1,-71.59,-13.895,"sea ice",1,10,30
1999,1,-71.579,-13.913,"sea ice",1,20,30
1999,1,-71.528,-13.993,"sea ice",1,20,40
1999,1,-71.523,-14,"sea ice",1,20,40
1999,1,-71.501,-14.03,"sea ice",2,20,40
1999,1,-71.481,-14.06,"sea ice",1,20,40
1999,1,-71.455,-14.098,"sea ice",1,20,40
1999,1,-71.413,-14.162,"sea ice",1,20,30
1999,1,-71.399,-14.183,"sea ice",3,20,30
1999,1,-71.192,-14.488,"open water",0,0,0
1999,1,-71.125,-14.828,"sea ice",0,0,10
1999,1,-71.368,-14.473,"sea ice",1,10,20
1999,1,-71.372,-14.469,"sea ice",1,10,20
1999,1,-71.468,-14.335,"sea ice",1,40,60
1999,1,-71.471,-14.33,"sea ice",1,40,60
1999,1,-71.476,-14.323,"sea ice",1,40,60
1999,1,-71.601,-14.125,"sea ice",1,40,60
1999,1,-71.608,-14.114,"sea ice",1,20,30
1999,1,-71.611,-14.109,"sea ice",1,20,30
1999,1,-71.621,-14.092,"sea ice",1,20,40
1999,1,-71.627,-14.083,"sea ice",1,20,40
1999,1,-71.661,-14.028,"sea ice",1,20,40
1999,1,-71.702,-13.971,"sea ice",2,20,40
1999,1,-71.749,-13.897,"open water",0,0,0
1999,1,-71.993,-13.508,"ice shelf",0,0,0
1999,1,-71.958,-13.251,"fast ice",1,100,100
1999,1,-71.958,-13.248,"fast ice",41,100,100
1999,1,-71.957,-13.247,"fast ice",67,100,100
1999,1,-71.957,-13.245,"fast ice",2,100,100
1999,1,-71.954,-13.229,"fast ice",51,100,100
1999,1,-71.954,-13.228,"fast ice",21,100,100
1999,1,-71.954,-13.226,"fast ice",33,100,100
1999,1,-71.953,-13.225,"fast ice",4,100,100
1999,1,-71.953,-13.223,"fast ice",1,100,100
1999,1,-71.952,-13.22,"fast ice",4,100,100
1999,1,-71.872,-12.765,"fast ice",1,100,100
1999,1,-71.868,-12.744,"fast ice",67,100,100
1999,1,-71.868,-12.743,"fast ice",36,100,100
1999,1,-71.867,-12.741,"fast ice",2,100,100
1999,1,-71.867,-12.738,"fast ice",4,100,100
1999,1,-71.865,-12.726,"fast ice",101,100,100
1999,1,-71.864,-12.724,"fast ice",26,100,100
1999,1,-71.843,-12.601,"fast ice",17,100,100
1999,1,-71.842,-12.6,"fast ice",1,100,100
1999,1,-71.839,-12.579,"fast ice",11,100,100
1999,1,-71.838,-12.577,"fast ice",5,100,100
1999,1,-71.838,-12.576,"fast ice",1,100,100
1999,1,-71.838,-12.574,"fast ice",1,100,100
1999,1,-71.836,-12.565,"fast ice",1,100,100
1999,1,-71.836,-12.563,"fast ice",2,100,100
1999,1,-71.832,-12.541,"fast ice",9,100,100
1999,1,-72.028,-13.609,"ice shelf",0,0,0
1999,1,-71.739,-14.164,"sea ice",0,10,30
1999,1,-71.693,-14.233,"sea ice",5,10,30
1999,1,-71.662,-14.283,"sea ice",1,20,40
1999,1,-71.64,-14.317,"sea ice",5,20,40
1999,1,-71.589,-14.391,"sea ice",2,20,40
1999,1,-71.584,-14.4,"sea ice",1,20,40
1999,1,-71.574,-14.414,"sea ice",1,20,40
1999,1,-71.535,-14.476,"sea ice",1,20,40
1999,1,-71.532,-14.481,"sea ice",4,20,40
1999,1,-71.52,-14.501,"sea ice",2,20,30
1999,1,-71.221,-14.944,"sea ice",1,10,20
1999,1,-71.214,-14.954,"sea ice",1,10,20
1999,1,-71.2,-14.976,"sea ice",1,10,20
1999,1,-71.125,-15.084,"sea ice",0,0,10
1999,1,-71.214,-15.189,"sea ice",0,0,10
1999,1,-71.235,-15.16,"sea ice",1,10,20
1999,1,-71.263,-15.119,"sea ice",2,10,20
1999,1,-71.265,-15.116,"sea ice",2,10,20
1999,1,-71.358,-14.979,"sea ice",1,10,30
1999,1,-71.411,-14.894,"sea ice",1,10,30
1999,1,-71.424,-14.874,"sea ice",1,10,30
1999,1,-71.457,-14.828,"sea ice",1,20,40
1999,1,-71.462,-14.821,"sea ice",1,20,40
1999,1,-71.47,-14.81,"sea ice",1,20,40
1999,1,-71.487,-14.783,"sea ice",1,20,40
1999,1,-71.517,-14.743,"sea ice",2,20,40
1999,1,-71.572,-14.657,"sea ice",2,20,40
1999,1,-71.665,-14.513,"sea ice",1,20,40
1999,1,-71.71,-14.448,"sea ice",1,10,30
1999,1,-71.751,-14.376,"open water",0,0,0
1999,1,-72.006,-13.985,"ice shelf",0,0,0
1999,2,-71.756,-14.623,"sea ice",0,10,20
1999,2,-71.718,-14.685,"sea ice",3,10,20
1999,2,-71.682,-14.741,"sea ice",2,10,20
1999,2,-71.603,-14.854,"sea ice",1,10,20
1999,2,-71.601,-14.858,"sea ice",1,10,20
1999,2,-71.593,-14.87,"sea ice",1,10,30
1999,2,-71.556,-14.934,"sea ice",1,10,30
1999,2,-71.358,-15.209,"sea ice",1,10,20
1999,2,-71.296,-15.31,"sea ice",0,0,10
1999,2,-71.284,-15.583,"sea ice",0,0,10
1999,2,-71.683,-14.985,"sea ice",3,10,20
1999,2,-71.691,-14.973,"sea ice",1,10,20
1999,2,-71.722,-14.92,"sea ice",1,10,20
1999,2,-71.825,-14.759,"sea ice",0,0,0
1999,2,-72.173,-14.979,"fast ice",17,90,100
1999,2,-72.173,-14.979,"fast ice",24,90,100
1999,2,-72.172,-14.98,"fast ice",23,90,100
1999,2,-72.172,-14.981,"fast ice",24,90,100
1999,2,-72.171,-14.983,"fast ice",3,90,100
1999,2,-72.128,-15.054,"ice shelf",0,0,0
1999,2,-71.696,-15.71,"sea ice",0,10,20
1999,2,-71.694,-15.713,"sea ice",1,50,70
1999,2,-71.694,-15.713,"sea ice",3,50,70
1999,2,-71.693,-15.715,"sea ice",1,50,70
1999,2,-71.689,-15.721,"open water",0,0,0
1999,2,-71.333,-16.235,"open water",0,0,0
1999,2,-71.558,-12.157,"ice shelf",0,0,0
1999,2,-72.143,-15.062,"sea ice",0,0,10
1999,2,-72.143,-15.063,"fast ice",3,90,100
1999,2,-72.144,-15.065,"fast ice",18,90,100
1999,2,-72.144,-15.067,"fast ice",9,90,100
1999,2,-72.144,-15.068,"fast ice",47,90,100
1999,2,-72.144,-15.068,"fast ice",28,90,100
1999,2,-72.145,-15.072,"fast ice",29,90,100
1999,2,-72.151,-15.102,"sea ice",3,50,70
1999,2,-72.255,-15.616,"sea ice",1,50,70
1999,2,-72.22,-15.942,"ice shelf",0,0,0
1999,2,-72.124,-16.071,"sea ice",0,10,20
1999,2,-71.353,-17.192,"open water",0,0,0
1999,2,-71.626,-12.086,"ice shelf",0,0,0
1999,2,-71.861,-13.195,"sea ice",0,0,10
1999,2,-71.862,-13.196,"sea ice",0,0,10
1999,2,-71.879,-13.274,"sea ice",0,0,10
1999,2,-72.334,-19.401,"sea ice",0,0,10
1999,2,-72.551,-19.207,"sea ice",0,0,10
1999,2,-72.648,-19.144,"ice shelf",0,0,0
1999,2,-72.752,-17.963,"fast ice",34,90,100
1999,2,-72.752,-17.961,"fast ice",26,90,100
1999,2,-72.502,-16.584,"ice shelf",0,0,0
1999,2,-72.493,-16.869,"open water",0,0,0
1999,2,-72.494,-16.869,"ice shelf",0,0,0
1999,2,-72.142,-15.012,"fast ice",12,90,100
1999,2,-72.142,-15.014,"fast ice",11,90,100
1999,2,-72.142,-15.014,"fast ice",5,90,100
1999,2,-72.143,-15.018,"fast ice",17,90,100
1999,2,-72.143,-15.019,"fast ice",8,90,100
1999,2,-72.144,-15.023,"fast ice",6,90,100
1999,2,-72.144,-15.028,"fast ice",1,90,100
1999,2,-70.596,-19.621,"ice shelf",0,0,0
1999,2,-71.019,-12.608,"sea ice",0,10,20
1999,2,-71.019,-12.606,"sea ice",0,10,20
1999,2,-71.011,-12.51,"sea ice",1,10,30
1999,2,-70.972,-12.008,"sea ice",3,10,30
1999,2,-70.821,-10.162,"sea ice",1,10,40
1999,2,-70.816,-10.106,"sea ice",1,10,40
1999,2,-70.812,-10.053,"sea ice",0,10,20
1999,2,-70.812,-10.051,"open water",0,0,0
1999,2,-70.787,-9.78,"ice shelf",0,0,0
